0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
1,0.303562,100,1
1,0.303562,100,1
1,0.303562,100,1
1,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
1,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
1,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
1,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
1,0.303562,100,1
1,0.303562,100,1
1,0.303562,100,1
1,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
1,0.303562,100,1
1,0.303562,100,1
0,0.303562,100,1
0,0.303562,100,1
