0,0
0.01,0.0234354
0.02,0.0234358
0.03,0.0234364
0.04,0.0234373
0.05,0.0234384
0.06,0.0234398
0.07,0.0234413
0.08,0.0234431
0.09,0.0234451
0.1,0.0234474
0.11,0.0234498
0.12,0.0234523
0.13,0.0234551
0.14,0.023458
0.15,0.0234611
0.16,0.0234643
0.17,0.0234676
0.18,0.0234711
0.19,0.0234746
0.2,0.0234783
0.21,0.0234821
0.22,0.023486
0.23,0.0234899
0.24,0.0234939
0.25,0.023498
0.26,0.0235022
0.27,0.0235064
0.28,0.0235107
0.29,0.023515
0.3,0.0235193
0.31,0.0235237
0.32,0.0235282
0.33,0.0235326
0.34,0.0235371
0.35,0.0235416
0.36,0.0235461
0.37,0.0235507
0.38,0.0235552
0.39,0.0235598
0.4,0.0235644
0.41,0.0235689
0.42,0.0235735
0.43,0.0235781
0.44,0.0235827
0.45,0.0235873
0.46,0.0235919
0.47,0.0235965
0.48,0.023601
0.49,0.0236056
0.5,0.0236102
0.51,0.0236147
0.52,0.0236193
0.53,0.0236238
0.54,0.0236283
0.55,0.0236328
0.56,0.0236373
0.57,0.0236418
0.58,0.0236463
0.59,0.0236507
0.6,0.0236552
0.61,0.0236596
0.62,0.023664
0.63,0.0236684
0.64,0.0236727
0.65,0.0236771
0.66,0.0236814
0.67,0.0236857
0.68,0.0236899
0.69,0.0236942
0.7,0.0236984
0.71,0.0237026
0.72,0.0237068
0.73,0.023711
0.74,0.0237151
0.75,0.0237192
0.76,0.0237233
0.77,0.0237274
0.78,0.0237314
0.79,0.0237355
0.8,0.0237394
0.81,0.0237434
0.82,0.0237473
0.83,0.0237513
0.84,0.0237551
0.85,0.023759
0.86,0.0237628
0.87,0.0237666
0.88,0.0237704
0.89,0.0237742
0.9,0.0237779
0.91,0.0237816
0.92,0.0237853
0.93,0.0237889
0.94,0.0237925
0.95,0.0237961
0.96,0.0237996
0.97,0.0238032
0.98,0.0238067
0.99,0.0238101
1,0.0238136
1.01,0.023817
1.02,0.0238204
1.03,0.0238237
1.04,0.023827
1.05,0.0238303
1.06,0.0238336
1.07,0.0238368
1.08,0.02384
1.09,0.0238432
1.1,0.0238463
1.11,0.0238494
1.12,0.0238525
1.13,0.0238556
1.14,0.0238586
1.15,0.0238616
1.16,0.0238645
1.17,0.0238675
1.18,0.0238704
1.19,0.0238732
1.2,0.0238761
1.21,0.0238789
1.22,0.0238816
1.23,0.0238844
1.24,0.0238871
1.25,0.0238898
1.26,0.0238924
1.27,0.023895
1.28,0.0238976
1.29,0.0239002
1.3,0.0239027
1.31,0.0239052
1.32,0.0239077
1.33,0.0239101
1.34,0.0239125
1.35,0.0239149
1.36,0.0239172
1.37,0.0239195
1.38,0.0239218
1.39,0.023924
1.4,0.0239262
1.41,0.0239284
1.42,0.0239305
1.43,0.0239326
1.44,0.0239347
1.45,0.0239368
1.46,0.0239388
1.47,0.0239408
1.48,0.0239427
1.49,0.0239446
1.5,0.0239465
1.51,0.0239484
1.52,0.0239502
1.53,0.023952
1.54,0.0239537
1.55,0.0239555
1.56,0.0239572
1.57,0.0239588
1.58,0.0239604
1.59,0.023962
1.6,0.0239636
1.61,0.0239651
1.62,0.0239666
1.63,0.0239681
1.64,0.0239695
1.65,0.0239709
1.66,0.0239723
1.67,0.0239736
1.68,0.0239749
1.69,0.0239762
1.7,0.0239774
1.71,0.0239786
1.72,0.0239798
1.73,0.0239809
1.74,0.023982
1.75,0.0239831
1.76,0.0239842
1.77,0.0239852
1.78,0.0239861
1.79,0.0239871
1.8,0.023988
1.81,0.0239889
1.82,0.0239897
1.83,0.0239905
1.84,0.0239913
1.85,0.023992
1.86,0.0239927
1.87,0.0239934
1.88,0.0239941
1.89,0.0239947
1.9,0.0239952
1.91,0.0239958
1.92,0.0239963
1.93,0.0239968
1.94,0.0239972
1.95,0.0239976
1.96,0.023998
1.97,0.0239984
1.98,0.0239987
1.99,0.023999
2,0.0239992
2.01,0.0239994
2.02,0.0239996
2.03,0.0239997
2.04,0.0239999
2.05,0.0239999
2.06,0.024
2.07,0.024
2.08,0.024
2.09,0.0239999
2.1,0.0239998
2.11,0.0239997
2.12,0.0239996
2.13,0.0239994
2.14,0.0239992
2.15,0.0239989
2.16,0.0239986
2.17,0.0239983
2.18,0.023998
2.19,0.0239976
2.2,0.0239972
2.21,0.0239967
2.22,0.0239962
2.23,0.0239957
2.24,0.0239952
2.25,0.0239946
2.26,0.023994
2.27,0.0239933
2.28,0.0239926
2.29,0.0239919
2.3,0.0239912
2.31,0.0239904
2.32,0.0239896
2.33,0.0239887
2.34,0.0239878
2.35,0.0239869
2.36,0.023986
2.37,0.023985
2.38,0.023984
2.39,0.0239829
2.4,0.0239818
2.41,0.0239807
2.42,0.0239796
2.43,0.0239784
2.44,0.0239772
2.45,0.0239759
2.46,0.0239747
2.47,0.0239733
2.48,0.023972
2.49,0.0239706
2.5,0.0239692
2.51,0.0239677
2.52,0.0239663
2.53,0.0239647
2.54,0.0239632
2.55,0.0239616
2.56,0.02396
2.57,0.0239584
2.58,0.0239567
2.59,0.023955
2.6,0.0239532
2.61,0.0239514
2.62,0.0239496
2.63,0.0239478
2.64,0.0239459
2.65,0.023944
2.66,0.023942
2.67,0.02394
2.68,0.023938
2.69,0.023936
2.7,0.0239339
2.71,0.0239318
2.72,0.0239297
2.73,0.0239275
2.74,0.0239253
2.75,0.023923
2.76,0.0239207
2.77,0.0239184
2.78,0.0239161
2.79,0.0239137
2.8,0.0239113
2.81,0.0239089
2.82,0.0239064
2.83,0.0239039
2.84,0.0239013
2.85,0.0238987
2.86,0.0238961
2.87,0.0238935
2.88,0.0238908
2.89,0.0238881
2.9,0.0238854
2.91,0.0238826
2.92,0.0238798
2.93,0.023877
2.94,0.0238741
2.95,0.0238712
2.96,0.0238682
2.97,0.0238653
2.98,0.0238623
2.99,0.0238592
3,0.0238561
3.01,0.023853
3.02,0.0238499
3.03,0.0238467
3.04,0.0238435
3.05,0.0238403
3.06,0.023837
3.07,0.0238337
3.08,0.0238304
3.09,0.023827
3.1,0.0238236
3.11,0.0238202
3.12,0.0238167
3.13,0.0238132
3.14,0.0238097
3.15,0.0238062
3.16,0.0238026
3.17,0.0237989
3.18,0.0237953
3.19,0.0237916
3.2,0.0237878
3.21,0.0237841
3.22,0.0237803
3.23,0.0237765
3.24,0.0237726
3.25,0.0237687
3.26,0.0237648
3.27,0.0237609
3.28,0.0237569
3.29,0.0237528
3.3,0.0237488
3.31,0.0237447
3.32,0.0237406
3.33,0.0237364
3.34,0.0237323
3.35,0.0237281
3.36,0.0237238
3.37,0.0237195
3.38,0.0237152
3.39,0.0237109
3.4,0.0237065
3.41,0.0237021
3.42,0.0236977
3.43,0.0236932
3.44,0.0236887
3.45,0.0236841
3.46,0.0236796
3.47,0.023675
3.48,0.0236703
3.49,0.0236657
3.5,0.023661
3.51,0.0236562
3.52,0.0236515
3.53,0.0236467
3.54,0.0236419
3.55,0.023637
3.56,0.0236321
3.57,0.0236272
3.58,0.0236222
3.59,0.0236172
3.6,0.0236122
3.61,0.0236072
3.62,0.0236021
3.63,0.023597
3.64,0.0235918
3.65,0.0235867
3.66,0.0235815
3.67,0.0235762
3.68,0.0235709
3.69,0.0235656
3.7,0.0235603
3.71,0.0235549
3.72,0.0235495
3.73,0.0235441
3.74,0.0235386
3.75,0.0235331
3.76,0.0235276
3.77,0.0235221
3.78,0.0235165
3.79,0.0235108
3.8,0.0235052
3.81,0.0234995
3.82,0.0234938
3.83,0.023488
3.84,0.0234823
3.85,0.0234765
3.86,0.0234706
3.87,0.0234647
3.88,0.0234588
3.89,0.0234529
3.9,0.0234469
3.91,0.0234409
3.92,0.0234349
3.93,0.0234288
3.94,0.0234228
3.95,0.0234166
3.96,0.0234105
3.97,0.0234043
3.98,0.0233981
3.99,0.0233918
4,0.0233855
4.01,0.0233792
4.02,0.0233729
4.03,0.0233665
4.04,0.0233601
4.05,0.0233537
4.06,0.0233472
4.07,0.0233407
4.08,0.0233342
4.09,0.0233276
4.1,0.0233211
4.11,0.0233144
4.12,0.0233078
4.13,0.0233011
4.14,0.0232944
4.15,0.0232877
4.16,0.0232809
4.17,0.0232741
4.18,0.0232673
4.19,0.0232604
4.2,0.0232535
4.21,0.0232466
4.22,0.0232396
4.23,0.0232326
4.24,0.0232256
4.25,0.0232186
4.26,0.0232115
4.27,0.0232044
4.28,0.0231973
4.29,0.0231901
4.3,0.0231829
4.31,0.0231757
4.32,0.0231684
4.33,0.0231611
4.34,0.0231538
4.35,0.0231465
4.36,0.0231391
4.37,0.0231317
4.38,0.0231242
4.39,0.0231168
4.4,0.0231093
4.41,0.0231017
4.42,0.0230942
4.43,0.0230866
4.44,0.023079
4.45,0.0230713
4.46,0.0230636
4.47,0.0230559
4.48,0.0230482
4.49,0.0230404
4.5,0.0230326
4.51,0.0230248
4.52,0.023017
4.53,0.0230091
4.54,0.0230012
4.55,0.0229932
4.56,0.0229852
4.57,0.0229772
4.58,0.0229692
4.59,0.0229612
4.6,0.0229531
4.61,0.0229449
4.62,0.0229368
4.63,0.0229286
4.64,0.0229204
4.65,0.0229122
4.66,0.0229039
4.67,0.0228956
4.68,0.0228873
4.69,0.0228789
4.7,0.0228706
4.71,0.0228621
4.72,0.0228537
4.73,0.0228452
4.74,0.0228367
4.75,0.0228282
4.76,0.0228197
4.77,0.0228111
4.78,0.0228025
4.79,0.0227938
4.8,0.0227852
4.81,0.0227765
4.82,0.0227677
4.83,0.022759
4.84,0.0227502
4.85,0.0227414
4.86,0.0227325
4.87,0.0227237
4.88,0.0227148
4.89,0.0227059
4.9,0.0226969
4.91,0.0226879
4.92,0.0226789
4.93,0.0226699
4.94,0.0226608
4.95,0.0226517
4.96,0.0226426
4.97,0.0226334
4.98,0.0226243
4.99,0.0226151
5,0.0226058
5.01,0.0225966
5.02,0.0225873
5.03,0.022578
5.04,0.0225686
5.05,0.0225592
5.06,0.0225498
5.07,0.0225404
5.08,0.022531
5.09,0.0225215
5.1,0.022512
5.11,0.0225024
5.12,0.0224929
5.13,0.0224833
5.14,0.0224736
5.15,0.022464
5.16,0.0224543
5.17,0.0224446
5.18,0.0224349
5.19,0.0224251
5.2,0.0224153
5.21,0.0224055
5.22,0.0223957
5.23,0.0223858
5.24,0.0223759
5.25,0.022366
5.26,0.0223561
5.27,0.0223461
5.28,0.0223361
5.29,0.0223261
5.3,0.022316
5.31,0.0223059
5.32,0.0222958
5.33,0.0222857
5.34,0.0222755
5.35,0.0222653
5.36,0.0222551
5.37,0.0222449
5.38,0.0222346
5.39,0.0222243
5.4,0.022214
5.41,0.0222037
5.42,0.0221933
5.43,0.0221829
5.44,0.0221725
5.45,0.022162
5.46,0.0221516
5.47,0.0221411
5.48,0.0221305
5.49,0.02212
5.5,0.0221094
5.51,0.0220988
5.52,0.0220882
5.53,0.0220775
5.54,0.0220668
5.55,0.0220561
5.56,0.0220454
5.57,0.0220346
5.58,0.0220238
5.59,0.022013
5.6,0.0220022
5.61,0.0219913
5.62,0.0219804
5.63,0.0219695
5.64,0.0219586
5.65,0.0219476
5.66,0.0219366
5.67,0.0219256
5.68,0.0219146
5.69,0.0219035
5.7,0.0218924
5.71,0.0218813
5.72,0.0218702
5.73,0.021859
5.74,0.0218478
5.75,0.0218366
5.76,0.0218254
5.77,0.0218141
5.78,0.0218028
5.79,0.0217915
5.8,0.0217802
5.81,0.0217688
5.82,0.0217574
5.83,0.021746
5.84,0.0217346
5.85,0.0217231
5.86,0.0217116
5.87,0.0217001
5.88,0.0216886
5.89,0.021677
5.9,0.0216654
5.91,0.0216538
5.92,0.0216422
5.93,0.0216305
5.94,0.0216189
5.95,0.0216072
5.96,0.0215954
5.97,0.0215837
5.98,0.0215719
5.99,0.0215601
6,0.0215483
6.01,0.0215364
6.02,0.0215246
6.03,0.0215127
6.04,0.0215008
6.05,0.0214888
6.06,0.0214769
6.07,0.0214649
6.08,0.0214529
6.09,0.0214408
6.1,0.0214288
6.11,0.0214167
6.12,0.0214046
6.13,0.0213925
6.14,0.0213803
6.15,0.0213682
6.16,0.021356
6.17,0.0213437
6.18,0.0213315
6.19,0.0213192
6.2,0.021307
6.21,0.0212946
6.22,0.0212823
6.23,0.02127
6.24,0.0212576
6.25,0.0212452
6.26,0.0212328
6.27,0.0212203
6.28,0.0212079
6.29,0.0211954
6.3,0.0211829
6.31,0.0211703
6.32,0.0211578
6.33,0.0211452
6.34,0.0211326
6.35,0.02112
6.36,0.0211073
6.37,0.0210947
6.38,0.021082
6.39,0.0210693
6.4,0.0210565
6.41,0.0210438
6.42,0.021031
6.43,0.0210182
6.44,0.0210054
6.45,0.0209925
6.46,0.0209797
6.47,0.0209668
6.48,0.0209539
6.49,0.020941
6.5,0.020928
6.51,0.020915
6.52,0.0209021
6.53,0.020889
6.54,0.020876
6.55,0.020863
6.56,0.0208499
6.57,0.0208368
6.58,0.0208237
6.59,0.0208105
6.6,0.0207974
6.61,0.0207842
6.62,0.020771
6.63,0.0207578
6.64,0.0207445
6.65,0.0207313
6.66,0.020718
6.67,0.0207047
6.68,0.0206914
6.69,0.020678
6.7,0.0206647
6.71,0.0206513
6.72,0.0206379
6.73,0.0206244
6.74,0.020611
6.75,0.0205975
6.76,0.020584
6.77,0.0205705
6.78,0.020557
6.79,0.0205435
6.8,0.0205299
6.81,0.0205163
6.82,0.0205027
6.83,0.0204891
6.84,0.0204755
6.85,0.0204618
6.86,0.0204481
6.87,0.0204344
6.88,0.0204207
6.89,0.0204069
6.9,0.0203932
6.91,0.0203794
6.92,0.0203656
6.93,0.0203518
6.94,0.020338
6.95,0.0203241
6.96,0.0203102
6.97,0.0202963
6.98,0.0202824
6.99,0.0202685
7,0.0202545
7.01,0.0202406
7.02,0.0202266
7.03,0.0202126
7.04,0.0201985
7.05,0.0201845
7.06,0.0201704
7.07,0.0201564
7.08,0.0201423
7.09,0.0201281
7.1,0.020114
7.11,0.0200999
7.12,0.0200857
7.13,0.0200715
7.14,0.0200573
7.15,0.0200431
7.16,0.0200288
7.17,0.0200145
7.18,0.0200003
7.19,0.019986
7.2,0.0199717
7.21,0.0199573
7.22,0.019943
7.23,0.0199286
7.24,0.0199142
7.25,0.0198998
7.26,0.0198854
7.27,0.019871
7.28,0.0198565
7.29,0.019842
7.3,0.0198275
7.31,0.019813
7.32,0.0197985
7.33,0.019784
7.34,0.0197694
7.35,0.0197548
7.36,0.0197402
7.37,0.0197256
7.38,0.019711
7.39,0.0196964
7.4,0.0196817
7.41,0.019667
7.42,0.0196523
7.43,0.0196376
7.44,0.0196229
7.45,0.0196081
7.46,0.0195934
7.47,0.0195786
7.48,0.0195638
7.49,0.019549
7.5,0.0195342
7.51,0.0195193
7.52,0.0195045
7.53,0.0194896
7.54,0.0194747
7.55,0.0194598
7.56,0.0194449
7.57,0.01943
7.58,0.019415
7.59,0.0194001
7.6,0.0193851
7.61,0.0193701
7.62,0.0193551
7.63,0.01934
7.64,0.019325
7.65,0.0193099
7.66,0.0192949
